_id,_masterChatId,_roomId,_chapterId,_scriptKey,_title,_firstLineValue,_noticeValue,_appearStampIdList,_masterReleaseLabelId
300800105,3008,1,300800105,3008_1_5,艾瑪 (私訊),艾瑪: Ciao!,艾瑪: Ciao!,"stamp_00_00000_0004,stamp_00_00000_0005,stamp_00_00000_0006,stamp_00_00000_0010,stamp_00_00000_0034,stamp_00_00000_0058,stamp_00_00000_0060,stamp_00_00000_0063,stamp_00_00000_0084,stamp_00_00000_0088,stamp_03_03008_0004",1
300800106,3008,1,300800106,3008_1_6,艾瑪 (私訊),艾瑪上線了,艾瑪上線了,"stamp_00_00000_0010,stamp_00_00000_0056,stamp_00_00000_0060,stamp_00_00000_0065,stamp_00_00000_0078,stamp_00_00000_0080,stamp_00_00000_0084,stamp_00_00000_0087,stamp_00_00000_0088,stamp_00_00000_0091",1
300800107,3008,1,300800107,3008_1_7,艾瑪 (私訊),艾瑪: Ciao!,艾瑪: Ciao!,"stamp_00_00000_0001,stamp_00_00000_0009,stamp_00_00000_0057,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0078,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0088",1
300800108,3008,1,300800108,3008_1_8,艾瑪 (私訊),艾瑪上線了,艾瑪上線了,"stamp_00_00000_0003,stamp_00_00000_0022,stamp_00_00000_0026,stamp_00_00000_0029,stamp_00_00000_0037,stamp_00_00000_0062,stamp_00_00000_0090,stamp_03_03008_0004",1
300800109,3008,1,300800109,3008_1_9,艾瑪 (私訊),艾瑪 sent image,艾瑪 sent image,"stamp_00_00000_0010,stamp_00_00000_0028,stamp_00_00000_0038,stamp_00_00000_0039,stamp_00_00000_0060,stamp_00_00000_0065",1
300800110,3008,1,300800110,3008_1_10,艾瑪 (私訊),艾瑪: Ciao!,艾瑪: Ciao!,"stamp_00_00000_0005,stamp_00_00000_0006,stamp_00_00000_0029,stamp_00_00000_0048,stamp_00_00000_0057,stamp_00_00000_0088",1
300800111,3008,1,300800111,3008_1_11,艾瑪 (私訊),艾瑪上線了,艾瑪上線了,"stamp_00_00000_0007,stamp_00_00000_0016,stamp_00_00000_0038,stamp_00_00000_0056,stamp_00_00000_0060,stamp_00_00000_0065",1
300800112,3008,1,300800112,3008_1_12,艾瑪 (私訊),艾瑪上線了,艾瑪上線了,"stamp_00_00000_0007,stamp_00_00000_0009,stamp_00_00000_0021,stamp_00_00000_0035,stamp_00_00000_0050,stamp_00_00000_0058,stamp_00_00000_0094",1
300800113,3008,1,300800113,3008_1_13,艾瑪 (私訊),艾瑪: Ciao!,艾瑪: Ciao!,"stamp_00_00000_0006,stamp_00_00000_0014,stamp_00_00000_0029,stamp_00_00000_0038,stamp_00_00000_0056,stamp_00_00000_0057,stamp_00_00000_0082,stamp_00_00000_0085,stamp_00_00000_0088",1
300800114,3008,1,300800114,3008_1_14,艾瑪 (私訊),艾瑪上線了,艾瑪上線了,"stamp_00_00000_0016,stamp_00_00000_0025,stamp_00_00000_0056,stamp_00_00000_0060,stamp_00_00000_0076",1
300800115,3008,1,300800115,3008_1_15,艾瑪 (私訊),艾瑪: Ciao!,艾瑪: Ciao!,"stamp_00_00000_0006,stamp_00_00000_0038,stamp_00_00000_0057,stamp_00_00000_0058,stamp_00_00000_0077,stamp_00_00000_0079,stamp_00_00000_0088,stamp_00_00000_0095",1
300800201,3008,17,300800201,3008_17_1,Ema 生日 2024,艾瑪上線了,艾瑪上線了,"stamp_00_00000_0005,stamp_00_00000_0008,stamp_00_00000_0009,stamp_00_00000_0055,stamp_00_00000_0056,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0081,stamp_00_00000_0088,stamp_00_00000_0095",124020502
300800301,3008,3,300800301,3008_3_1,艾瑪 (生日 2023),艾瑪: Happy birthday!,艾瑪: Happy birthday!,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0010,stamp_00_00000_0019,stamp_00_00000_0021,stamp_00_00000_0029,stamp_00_00000_0057,stamp_00_00000_0066,stamp_00_00000_0077",1
300800401,3008,16,300800401,3008_16_1,艾瑪 (New Year's 2024),艾瑪: Happy New Year!,艾瑪: Happy New Year!,"stamp_00_00000_0010,stamp_00_00000_0038,stamp_00_00000_0056,stamp_00_00000_0057,stamp_00_00000_0095",324010165
300800501,3008,18,300800501,3008_18_1,Ema Valentine 2024,艾瑪: Hey，hey,艾瑪: Hey，hey!,"stamp_00_00000_0009,stamp_00_00000_0016,stamp_00_00000_0058,stamp_00_00000_0091,stamp_00_00000_0095",324021459
300800701,3008,7,300800701,3008_7_1,艾瑪 (4月 2023),艾瑪: weather's nice 與 warm now!,艾瑪: weather's nice 與 warm now!,"stamp_00_00000_0007,stamp_00_00000_0009,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0069,stamp_00_00000_0081,stamp_00_00000_0088,stamp_03_03008_0004",1
300800801,3008,8,300800801,3008_8_1,艾瑪 (5月 2023),艾瑪上線了,艾瑪上線了,"stamp_00_00000_0051,stamp_00_00000_0056,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0088,stamp_00_00000_0093",1
300800901,3008,9,300800901,3008_9_1,艾瑪 (6月 2023),艾瑪上線了,艾瑪上線了,"stamp_00_00000_0009,stamp_00_00000_0015,stamp_00_00000_0051,stamp_00_00000_0064,stamp_00_00000_0065,stamp_00_00000_0088,stamp_00_00000_0089,stamp_00_00000_0095",323061306
300801001,3008,10,300801001,3008_10_1,艾瑪 (7月 2023),艾瑪: It's summer vacation，after all!!,艾瑪: It's summer vacation，after all!!,"stamp_00_00000_0011,stamp_00_00000_0025,stamp_00_00000_0056,stamp_00_00000_0059,stamp_00_00000_0073,stamp_00_00000_0092",323072010
300801101,3008,11,300801101,3008_11_1,艾瑪 (Summer Vacation 2023),艾瑪: discovery 為 ages!,艾瑪: discovery 為 ages!,"stamp_00_00000_0009,stamp_00_00000_0052,stamp_00_00000_0060,stamp_00_00000_0076,stamp_00_00000_0078,stamp_00_00000_0081,stamp_00_00000_0083,stamp_00_00000_0094",323081104
300801201,3008,12,300801201,3008_12_1,艾瑪 (9月 2023),艾瑪: Aw，man。 hurricane's here.,艾瑪: Aw，man。 hurricane's here.,"stamp_00_00000_0001,stamp_00_00000_0004,stamp_00_00000_0010,stamp_00_00000_0038,stamp_00_00000_0046,stamp_00_00000_0065,stamp_00_00000_0079",323092404
300801301,3008,13,300801301,3008_13_1,艾瑪 (Halloween 2023),艾瑪: Happy Halloween!!,艾瑪: Happy Halloween!!,"stamp_00_00000_0009,stamp_00_00000_0010,stamp_00_00000_0021,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0082,stamp_00_00000_0088",323103157
300801401,3008,14,300801401,3008_14_1,艾瑪 (11月 2023),艾瑪: It's time 為 sweet potato party!,艾瑪: It's time 為 sweet potato party!,"stamp_00_00000_0001,stamp_00_00000_0010,stamp_00_00000_0013,stamp_00_00000_0021,stamp_00_00000_0037,stamp_00_00000_0038,stamp_00_00000_0039,stamp_00_00000_0065,stamp_00_00000_0081,stamp_00_00000_0087",323112604
300801501,3008,15,300801501,3008_15_1,艾瑪 (Christmas 2023),艾瑪: Merry Christmas!!!,艾瑪: Merry Christmas!!!,"stamp_00_00000_0009,stamp_00_00000_0021,stamp_00_00000_0056,stamp_00_00000_0060,stamp_00_00000_0076,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0089,stamp_00_00000_0096",323122539
300801901,3008,19,300801901,3008_19_1,艾瑪 (White Day 2024),艾瑪上線了,艾瑪上線了,"stamp_00_00000_0001,stamp_00_00000_0010,stamp_00_00000_0055,stamp_00_00000_0060,stamp_00_00000_0077,stamp_00_00000_0084,stamp_00_00000_0094",324031460
300900101,3009,1,300900101,3009_1_1,璃奈 (私訊),璃奈上線了,璃奈上線了,"stamp_00_00000_0006,stamp_00_00000_0009,stamp_00_00000_0010,stamp_00_00000_0053,stamp_00_00000_0077,stamp_00_00000_0095",1
300900102,3009,1,300900102,3009_1_2,璃奈 (私訊),璃奈上線了,璃奈上線了,"stamp_00_00000_0005,stamp_00_00000_0010,stamp_00_00000_0029,stamp_00_00000_0037,stamp_00_00000_0060,stamp_00_00000_0062,stamp_00_00000_0088,stamp_00_00000_0093,stamp_00_00000_0095",1
300900103,3009,1,300900103,3009_1_3,璃奈 (私訊),璃奈: I took video 的 Fishpuff hard at work today.,璃奈: I took video 的 Fishpuff hard at work today.,"stamp_00_00000_0005,stamp_00_00000_0006,stamp_00_00000_0009,stamp_00_00000_0010,stamp_00_00000_0019,stamp_00_00000_0057,stamp_00_00000_0081,stamp_00_00000_0088",1
300900104,3009,1,300900104,3009_1_4,璃奈 (私訊),璃奈上線了,璃奈上線了,"stamp_00_00000_0005,stamp_00_00000_0006,stamp_00_00000_0011,stamp_00_00000_0050,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0092,stamp_00_00000_0094",1
300900105,3009,1,300900105,3009_1_5,璃奈 (私訊),璃奈上線了,璃奈上線了,"stamp_00_00000_0004,stamp_00_00000_0006,stamp_00_00000_0017,stamp_00_00000_0045,stamp_00_00000_0051,stamp_00_00000_0052,stamp_00_00000_0060,stamp_00_00000_0088",1
300900106,3009,1,300900106,3009_1_6,璃奈 (私訊),璃奈上線了,璃奈上線了,"stamp_00_00000_0004,stamp_00_00000_0008,stamp_00_00000_0016,stamp_00_00000_0017,stamp_00_00000_0029,stamp_00_00000_0046,stamp_00_00000_0052,stamp_00_00000_0053,stamp_00_00000_0057,stamp_00_00000_0059,stamp_00_00000_0087,stamp_00_00000_0090,stamp_03_03009_0009",1
300900107,3009,1,300900107,3009_1_7,璃奈 (私訊),璃奈上線了,璃奈上線了,"stamp_00_00000_0005,stamp_00_00000_0008,stamp_00_00000_0052,stamp_00_00000_0060,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0088",1
300900108,3009,1,300900108,3009_1_8,璃奈 (私訊),璃奈上線了,璃奈上線了,"stamp_00_00000_0007,stamp_00_00000_0019,stamp_00_00000_0020,stamp_00_00000_0046,stamp_00_00000_0048,stamp_00_00000_0078,stamp_00_00000_0084,stamp_00_00000_0089,stamp_03_03009_0009",1
300900109,3009,1,300900109,3009_1_9,璃奈 (私訊),璃奈傳送了貼圖,璃奈傳送了貼圖,"stamp_00_00000_0009,stamp_00_00000_0026,stamp_00_00000_0027,stamp_00_00000_0050,stamp_00_00000_0052,stamp_00_00000_0092,stamp_00_00000_0093",1
300900110,3009,1,300900110,3009_1_10,璃奈 (私訊),璃奈上線了,璃奈上線了,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0008,stamp_00_00000_0015,stamp_00_00000_0017,stamp_00_00000_0022,stamp_00_00000_0024,stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0081,stamp_00_00000_0088,stamp_00_00000_0091",1
300900111,3009,1,300900111,3009_1_11,璃奈 (私訊),璃奈: Hi.,璃奈: Hi.,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0011,stamp_00_00000_0022,stamp_00_00000_0036,stamp_00_00000_0058,stamp_00_00000_0095",1
300900112,3009,1,300900112,3009_1_12,璃奈 (私訊),璃奈上線了,璃奈上線了,"stamp_00_00000_0005,stamp_00_00000_0006,stamp_00_00000_0009,stamp_00_00000_0010,stamp_00_00000_0029,stamp_00_00000_0048,stamp_00_00000_0050,stamp_00_00000_0053,stamp_00_00000_0060,stamp_00_00000_0077,stamp_00_00000_0084,stamp_00_00000_0088",1
300900113,3009,1,300900113,3009_1_13,璃奈 (私訊),璃奈: Fishpuff.,璃奈: Fishpuff.,"stamp_00_00000_0009,stamp_00_00000_0010,stamp_00_00000_0011,stamp_00_00000_0014,stamp_00_00000_0050,stamp_00_00000_0060,stamp_00_00000_0076,stamp_00_00000_0088",1
300900114,3009,1,300900114,3009_1_14,璃奈 (私訊),璃奈上線了,璃奈上線了,"stamp_00_00000_0001,stamp_00_00000_0005,stamp_00_00000_0029,stamp_00_00000_0038,stamp_00_00000_0050,stamp_00_00000_0053,stamp_00_00000_0081,stamp_00_00000_0089,stamp_00_00000_0091",1
300900115,3009,1,300900115,3009_1_15,璃奈 (私訊),璃奈上線了,璃奈上線了,"stamp_00_00000_0006,stamp_00_00000_0015,stamp_00_00000_0053,stamp_00_00000_0077,stamp_00_00000_0088,stamp_00_00000_0095,stamp_03_03009_0009",1
300900201,3009,2,300900201,3009_2_1,璃奈: (生日 2023),璃奈上線了,璃奈上線了,"stamp_00_00000_0009,stamp_00_00000_0010,stamp_00_00000_0020,stamp_00_00000_0037,stamp_00_00000_0039,stamp_00_00000_0050,stamp_00_00000_0054,stamp_00_00000_0056,stamp_00_00000_0058,stamp_00_00000_0060,stamp_00_00000_0088,stamp_00_00000_0095",123111302
300900301,3009,3,300900301,3009_3_1,璃奈 (生日 2023),璃奈: Happy birthday 至 you!,璃奈: Happy birthday 至 you!,"stamp_00_00000_0006,stamp_00_00000_0007,stamp_00_00000_0008,stamp_00_00000_0009,stamp_00_00000_0010,stamp_00_00000_0011,stamp_00_00000_0012,stamp_00_00000_0048,stamp_00_00000_0052,stamp_00_00000_0060,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0088",1
300900401,3009,16,300900401,3009_16_1,璃奈 (New Year's 2024),璃奈: Happy New Year,璃奈: Happy New Year,"stamp_00_00000_0004,stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0056,stamp_00_00000_0059,stamp_00_00000_0069,stamp_00_00000_0095",324010166
300900501,3009,17,300900501,3009_17_1,璃奈 Valentine 2024,璃奈: Today is Valentine's Day!,璃奈: Today is Valentine's Day.,"stamp_00_00000_0006,stamp_00_00000_0057,stamp_00_00000_0059,stamp_00_00000_0076,stamp_00_00000_0087",324021460
300900701,3009,7,300900701,3009_7_1,璃奈 (4月 2023),璃奈: It's so nice 與 warm out now.,璃奈: It's so nice 與 warm out now.,"stamp_00_00000_0004,stamp_00_00000_0048,stamp_00_00000_0056,stamp_00_00000_0060,stamp_00_00000_0069,stamp_00_00000_0081,stamp_00_00000_0088",1
300900801,3009,8,300900801,3009_8_1,璃奈 (5月 2023),璃奈: Are you busy 期間 Golden Week?,璃奈: Are you busy 期間 Golden Week?,"stamp_00_00000_0011,stamp_00_00000_0048,stamp_00_00000_0059,stamp_00_00000_0088,stamp_00_00000_0095",1
300900901,3009,9,300900901,3009_9_1,璃奈 (6月 2023),璃奈上線了,璃奈上線了,"stamp_00_00000_0007,stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0088",323060805
300901001,3009,10,300901001,3009_10_1,璃奈 (7月 2023),璃奈上線了,璃奈上線了,"stamp_00_00000_0001,stamp_00_00000_0005,stamp_00_00000_0024,stamp_00_00000_0052,stamp_00_00000_0060",323072011
300901101,3009,11,300901101,3009_11_1,璃奈 (Summer Vacation 2023),璃奈: We're all at beach.,璃奈: We're all at beach.,"stamp_00_00000_0005,stamp_00_00000_0006,stamp_00_00000_0053,stamp_00_00000_0057,stamp_00_00000_0069,stamp_00_00000_0073",323081105
300901201,3009,12,300901201,3009_12_1,璃奈 (9月 2023),璃奈: Wanna go out 期間 our autumn break?,璃奈: Wanna go out 期間 our autumn break?,"stamp_00_00000_0004,stamp_00_00000_0027,stamp_00_00000_0052,stamp_00_00000_0060,stamp_00_00000_0081,stamp_00_00000_0087",323091504
300901301,3009,13,300901301,3009_13_1,璃奈 (Halloween 2023),璃奈上線了,璃奈上線了,"stamp_00_00000_0004,stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0011,stamp_00_00000_0013,stamp_00_00000_0046,stamp_00_00000_0052,stamp_00_00000_0058",323103158
300901401,3009,14,300901401,3009_14_1,璃奈 (11月 2023),璃奈上線了,璃奈上線了,"stamp_00_00000_0010,stamp_00_00000_0016,stamp_00_00000_0045,stamp_00_00000_0057,stamp_00_00000_0085,stamp_00_00000_0088,stamp_00_00000_0092",323112704
300901501,3009,15,300901501,3009_15_1,璃奈 (Christmas 2023),璃奈: Merry Christmas!,璃奈: Merry Christmas!,"stamp_00_00000_0009,stamp_00_00000_0021,stamp_00_00000_0048,stamp_00_00000_0052,stamp_00_00000_0054,stamp_00_00000_0058,stamp_00_00000_0060,stamp_00_00000_0076",323122540
300901801,3009,18,300901801,3009_18_1,璃奈 (White Day 2024),璃奈上線了,璃奈上線了,"stamp_00_00000_0010,stamp_00_00000_0052,stamp_00_00000_0060,stamp_00_00000_0065,stamp_00_00000_0084,stamp_00_00000_0092",324031461
301000101,3010,1,301000101,3010_1_1,栞子 (私訊),栞子: Hello.,栞子: Hello.,"stamp_00_00000_0004,stamp_00_00000_0008,stamp_00_00000_0009,stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0090",1
301000102,3010,1,301000102,3010_1_2,栞子 (私訊),栞子: Hello.,栞子: Hello.,"stamp_00_00000_0005,stamp_00_00000_0008,stamp_00_00000_0037,stamp_00_00000_0057,stamp_00_00000_0058",1
301000103,3010,1,301000103,3010_1_3,栞子 (私訊),栞子上線了,栞子上線了,"stamp_00_00000_0001,stamp_00_00000_0005,stamp_00_00000_0015,stamp_00_00000_0026,stamp_00_00000_0029,stamp_00_00000_0060,stamp_00_00000_0084",1
301000104,3010,1,301000104,3010_1_4,栞子 (私訊),栞子上線了,栞子上線了,"stamp_00_00000_0026,stamp_00_00000_0053,stamp_00_00000_0057,stamp_00_00000_0078,stamp_00_00000_0093",1
301000105,3010,1,301000105,3010_1_5,栞子 (私訊),栞子: Checking 與 步夢 first would be best.,栞子: Checking 與 步夢 first would be best.,"stamp_00_00000_0001,stamp_00_00000_0004,stamp_00_00000_0007,stamp_00_00000_0008,stamp_00_00000_0012,stamp_00_00000_0053,stamp_00_00000_0078,stamp_00_00000_0081",1
301000106,3010,1,301000106,3010_1_6,栞子 (私訊),栞子: Hello。This is 栞子.,栞子: Hello。This is 栞子.,"stamp_00_00000_0020,stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0059",1
301000107,3010,1,301000107,3010_1_7,栞子 (私訊),栞子: Hello.,栞子: Hello.,"stamp_00_00000_0001,stamp_00_00000_0005,stamp_00_00000_0008,stamp_00_00000_0009,stamp_00_00000_0029,stamp_00_00000_0048,stamp_00_00000_0053,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0077,stamp_03_03010_0004",1
301000108,3010,1,301000108,3010_1_8,栞子 (私訊),栞子: Hello。This is 栞子.,栞子: Hello。This is 栞子.,"stamp_00_00000_0004,stamp_00_00000_0029,stamp_00_00000_0053,stamp_00_00000_0078",1
301000109,3010,1,301000109,3010_1_9,栞子 (私訊),栞子上線了,栞子上線了,"stamp_00_00000_0011,stamp_00_00000_0017,stamp_00_00000_0020,stamp_00_00000_0050,stamp_00_00000_0059,stamp_00_00000_0062,stamp_00_00000_0091,stamp_03_03010_0004",1
301000110,3010,1,301000110,3010_1_10,栞子 (私訊),栞子: Good afternoon!,栞子: Good afternoon!,"stamp_00_00000_0001,stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0009,stamp_00_00000_0029,stamp_00_00000_0048,stamp_00_00000_0057,stamp_00_00000_0059,stamp_00_00000_0062,stamp_00_00000_0090,stamp_00_00000_0094,stamp_03_03010_0004",1
301000111,3010,1,301000111,3010_1_11,栞子 (私訊),栞子: Hello。This is 栞子.,栞子: Hello。This is 栞子.,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0034,stamp_00_00000_0046,stamp_00_00000_0048,stamp_00_00000_0059,stamp_00_00000_0079,stamp_00_00000_0081,stamp_00_00000_0087",1
301000112,3010,1,301000112,3010_1_12,栞子 (私訊),栞子上線了,栞子上線了,"stamp_00_00000_0009,stamp_00_00000_0012,stamp_00_00000_0015,stamp_00_00000_0060,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0092",1
301000113,3010,1,301000113,3010_1_13,栞子 (私訊),栞子: Hello。This is 栞子.,栞子: Hello。This is 栞子.,"stamp_00_00000_0005,stamp_00_00000_0007,stamp_00_00000_0009,stamp_00_00000_0020,stamp_00_00000_0057,stamp_00_00000_0077,stamp_00_00000_0079,stamp_00_00000_0088",1
301000114,3010,1,301000114,3010_1_14,栞子 (私訊),栞子上線了,栞子上線了,"stamp_00_00000_0009,stamp_00_00000_0027,stamp_00_00000_0057,stamp_00_00000_0058,stamp_00_00000_0095",1
301000115,3010,1,301000115,3010_1_15,栞子 (私訊),栞子: Good evening。This is 栞子.,栞子: Good evening。This is 栞子.,"stamp_00_00000_0001,stamp_00_00000_0005,stamp_00_00000_0006,stamp_00_00000_0009,stamp_00_00000_0011,stamp_00_00000_0060,stamp_00_00000_0081,stamp_00_00000_0084,stamp_00_00000_0095",1
301000201,3010,2,301000201,3010_2_1,栞子 (生日 2023),栞子上線了,栞子上線了,"stamp_00_00000_0009,stamp_00_00000_0021,stamp_00_00000_0040,stamp_00_00000_0057,stamp_00_00000_0059,stamp_00_00000_0060,stamp_00_00000_0078,stamp_00_00000_0080,stamp_00_00000_0081",123100502
301000301,3010,3,301000301,3010_3_1,栞子 (生日 2023),栞子: Happy birthday!,栞子: Happy birthday!,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0025,stamp_00_00000_0027,stamp_00_00000_0037,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0077,stamp_00_00000_0088",1
301000401,3010,16,301000401,3010_16_1,栞子 (New Year's 2024),栞子: Happy New Year 至 you,栞子: Happy New Year 至 you,"stamp_00_00000_0009,stamp_00_00000_0052,stamp_00_00000_0056,stamp_00_00000_0057,stamp_00_00000_0058,stamp_00_00000_0088",324010167
301000501,3010,17,301000501,3010_17_1,栞子 Valentine 2024,栞子: Hello.,栞子: Hello.,"stamp_00_00000_0001,stamp_00_00000_0006,stamp_00_00000_0008,stamp_00_00000_0057,stamp_00_00000_0060",324021461
301000701,3010,7,301000701,3010_7_1,Shioriki (4月 2023),栞子: weather has certainly warmed up lately.,栞子: weather has certainly warmed up lately.,"stamp_00_00000_0009,stamp_00_00000_0050,stamp_00_00000_0057,stamp_00_00000_0081,stamp_00_00000_0088",1
301000801,3010,8,301000801,3010_8_1,栞子 (5月 2023),栞子上線了,栞子上線了,"stamp_00_00000_0008,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0089",1
301000901,3010,9,301000901,3010_9_1,栞子 (6月 2023),栞子上線了,栞子上線了,"stamp_00_00000_0005,stamp_00_00000_0006,stamp_00_00000_0009,stamp_00_00000_0046,stamp_00_00000_0054,stamp_00_00000_0057,stamp_00_00000_0088",323060404
301001001,3010,10,301001001,3010_10_1,栞子 (7月 2023),栞子: Sis，where are you?,栞子: Sis，where are you?,"stamp_00_00000_0003,stamp_00_00000_0012,stamp_00_00000_0029,stamp_00_00000_0052,stamp_00_00000_0061,stamp_00_00000_0081,stamp_00_00000_0088",323072408
301001101,3010,11,301001101,3010_11_1,栞子 (Summer Vacation 2023),栞子上線了,栞子上線了,"stamp_00_00000_0009,stamp_00_00000_0053,stamp_00_00000_0059,stamp_00_00000_0070,stamp_00_00000_0081,stamp_00_00000_0083",323081606
301001201,3010,12,301001201,3010_12_1,栞子 (9月 2023),栞子上線了,栞子上線了,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0052,stamp_00_00000_0057,stamp_00_00000_0058,stamp_00_00000_0081,stamp_00_00000_0090",323090804
301001301,3010,13,301001301,3010_13_1,栞子 (Halloween 2023),栞子上線了,栞子上線了,"stamp_00_00000_0001,stamp_00_00000_0009,stamp_00_00000_0020,stamp_00_00000_0052,stamp_00_00000_0060,stamp_00_00000_0088",323103159
301001401,3010,14,301001401,3010_14_1,栞子 (11月 2023),栞子: Could I get 你的opinion on something?,栞子: Could I get 你的opinion on something?,"stamp_00_00000_0004,stamp_00_00000_0016,stamp_00_00000_0029,stamp_00_00000_0053,stamp_00_00000_0081,stamp_00_00000_0083",323111503
301001501,3010,15,301001501,3010_15_1,栞子 (Christmas 2023),栞子: Merry Christmas!,栞子: Merry Christmas!,"stamp_00_00000_0006,stamp_00_00000_0009,stamp_00_00000_0057,stamp_00_00000_0058,stamp_00_00000_0060",323122541
301001801,3010,18,301001801,3010_18_1,栞子 (White Day 2024),栞子: Thank you so much 為 gift!,栞子: Thank you so much 為 gift!,"stamp_00_00000_0001,stamp_00_00000_0007,stamp_00_00000_0012,stamp_00_00000_0034,stamp_00_00000_0057,stamp_00_00000_0060,stamp_00_00000_0061,stamp_00_00000_0083",324031462
301100101,3011,1,301100101,3011_1_1,米雅 (私訊),米雅上線了,米雅上線了,"stamp_00_00000_0005,stamp_00_00000_0011,stamp_00_00000_0050,stamp_00_00000_0090,stamp_00_00000_0094,stamp_00_00000_0095",1
301100102,3011,1,301100102,3011_1_2,米雅 (私訊),米雅上線了,米雅上線了,"stamp_00_00000_0005,stamp_00_00000_0009,stamp_00_00000_0028,stamp_00_00000_0037,stamp_00_00000_0048",1
301100103,3011,1,301100103,3011_1_3,米雅 (私訊),米雅上線了,米雅上線了,"stamp_00_00000_0050,stamp_00_00000_0054,stamp_00_00000_0084",1
301100104,3011,1,301100104,3011_1_4,米雅 (私訊),米雅: Hi.,米雅: Hi.,"stamp_00_00000_0011,stamp_00_00000_0016,stamp_00_00000_0029,stamp_00_00000_0059,stamp_00_00000_0061",1
301100105,3011,1,301100105,3011_1_5,米雅 (私訊),米雅上線了,米雅上線了,"stamp_00_00000_0028,stamp_00_00000_0039,stamp_00_00000_0046,stamp_00_00000_0050,stamp_00_00000_0078,stamp_00_00000_0087",1
301100106,3011,1,301100106,3011_1_6,米雅 (私訊),米雅上線了,米雅上線了,"stamp_00_00000_0007,stamp_00_00000_0024,stamp_00_00000_0028,stamp_00_00000_0034,stamp_00_00000_0052,stamp_03_03011_0007",1
301100107,3011,1,301100107,3011_1_7,米雅 (私訊),米雅: Hi.,米雅: Hi.,"stamp_00_00000_0004,stamp_00_00000_0011,stamp_00_00000_0028,stamp_00_00000_0050,stamp_03_03011_0007",1
301100108,3011,1,301100108,3011_1_8,米雅 (私訊),米雅上線了,米雅上線了,"stamp_00_00000_0004,stamp_00_00000_0011,stamp_00_00000_0038,stamp_00_00000_0046,stamp_00_00000_0052,stamp_00_00000_0060,stamp_00_00000_0061",1
301100109,3011,1,301100109,3011_1_9,米雅 (私訊),米雅: Hi.,米雅: Hi.,"stamp_00_00000_0017,stamp_00_00000_0025,stamp_00_00000_0050,stamp_00_00000_0052,stamp_00_00000_0061,stamp_00_00000_0092",1
301100110,3011,1,301100110,3011_1_10,米雅 (私訊),米雅: Got it!,米雅: Got it!,"stamp_00_00000_0046,stamp_00_00000_0048,stamp_00_00000_0052,stamp_00_00000_0054,stamp_00_00000_0060,stamp_00_00000_0095",1
301100111,3011,1,301100111,3011_1_11,米雅 (私訊),米雅上線了,米雅上線了,"stamp_00_00000_0012,stamp_00_00000_0023,stamp_00_00000_0024,stamp_00_00000_0028,stamp_00_00000_0029,stamp_00_00000_0052,stamp_00_00000_0081",1
301100112,3011,1,301100112,3011_1_12,米雅 (私訊),米雅: I'm on cloud nine!,米雅: I'm on cloud nine!,"stamp_00_00000_0011,stamp_00_00000_0012,stamp_00_00000_0014,stamp_00_00000_0021,stamp_00_00000_0024,stamp_00_00000_0028,stamp_00_00000_0038,stamp_00_00000_0052,stamp_00_00000_0060,stamp_00_00000_0081,stamp_00_00000_0084",1
